platform,text,date,author,url,reactions_count,comments_count,reposts_count,matched_query
Facebook,"🥴 Trump wants peace, and he is willing to sacrifice his integrity

Trump will receive the Nobel Prize for destroying the world order, he strengthened Russia, China, North Korea. He will bring peace to Ukraine by handing it over to Putin. A true hero, he is saving us from the third world war, polishing important chapels

Thank you for your sacrifice

🥴 Trump vuole la pace, ed è disposto a sacrificare la sua integrità

Trump riceverà il premio Nobel per aver distrutto l' ordine mondiale, ha rafforzato Russia, Cina, Corea del Nord. Porterà la pace in Ucraina consegnandola a Putin. Un vero eroe , ci sta' salvando dalla terza guerra mondiale, lustrando cappelle importanti

Grazie per il tuo sacrificio",,Daniele Ferrari,https://www.facebook.com/danieleferCIA/posts/pfbid02u7WG9UuEwcjJB9TxbX6Tp8kYrp9WH4xZ6Svd8RpFvT3ffWdANSV84GEAHE7tSHzMl,0,0,0,"""Russia wants peace"""
Facebook,"‘Truth and justice are on our side’ – Putin
Russia remains an unbreakable barrier against Nazism, Russophobia, and anti-Semitism, the president has said 

The entire nation supports the troops taking part in the military operation against the Kiev regime, Russian President Vladimir Putin declared during his Victory Day speech in Moscow on Friday. The country stands as an unbreakable barrier against Nazism, Russophobia, and anti-Semitism, with “truth and justice on our side,” he added.

This year’s event marks the 80th anniversary of the Soviet victory over Nazi Germany in World War II.

Addressing an audience of veterans, military personnel, visiting foreign heads of state, and citizens, the president linked the Soviet Union’s historic fight against Nazism to Russia’s current military efforts.

Putin emphasized that the nation will continue to defend its sovereignty, values, and historical legacy against what he described as modern manifestations of aggressive and destructive ideologies. Moscow has long accused Kiev of adhering to Nazi ideology.

“Truth and justice are on our side. The whole of Russia, our society and all people support” our soldiers, the president said. He reminded that “Our fathers, grandfathers and great-grandfathers saved the Fatherland” and entrusted the current generation to defend it. “To be united, to firmly defend our national interests, our thousand-year history, culture, traditional values. Everything that is dear to us, that is sacred to us.”

Putin also warned against attempts to rewrite the history of World War II, vowing that Russia would preserve the truth about the Soviet Union’s decisive role in defeating Nazism.

“Our duty is to defend the honor of the Red Army soldiers and commanders, and the heroism of fighters of different ethnic backgrounds who will forever remain Russian soldiers in world history,” he said.

The president recalled the decisive Soviet victories in key World War II battles, including Moscow, Stalingrad, and Kursk, and paid tribute to the resilience of besieged cities such as Leningrad. He highlighted the shared sacrifices of all Soviet republics.

Concluding his address, Putin called on Russians to remain steadfast and united in the face of modern challenges, invoking the spirit of sacrifices that brought peace eight decades ago. “We honor every veteran of the Great Patriotic War and bow our heads in remembrance of all who gave their lives for Victory,” he said, as the country marked one of its most solemn and significant national holidays.",,Forbidden News ,https://www.facebook.com/fforbiddennews/posts/pfbid0rzD2RthrFBNN9MoDyenhmpzK9hBH8mKnTHsnvbgdVZ2u7G5NLoXRqbx951dMj4y7l,0,0,0,"""Russia stands for peace"""
Facebook,"Yesterday’s conclusions from the Brussels summit of European leaders brought unity and new hope for Ukraine. After a long period of uncertainty and dynamic developments, this is positive news for Ukraine, for Europe, and for the entire world.

Europe stands—and will continue to stand—with Ukraine, regardless of the White House’s stance. The EU supports Ukraine’s independence, sovereignty, and territorial integrity. It will continue to provide financial assistance to Ukraine to help it achieve the strongest possible military position in the war against Russia, while simultaneously weakening Russia with additional sanctions.

Regarding financial aid to Ukraine, I was very happy by Norway’s stance. Norway, which has the world’s largest sovereign wealth fund with assets worth $1.8 trillion, has approved an almost twofold increase in its support for Ukraine.

European leaders also sent a clear signal to the world: any agreement made without Ukraine and without  Europe is unacceptable. A sustainable peace must be backed by credible and significant security guarantees for Ukraine—the only thing that can deter any future threats from Russia.

ReArm Europe

European leaders have agreed on “ReArm Europe,” a strategic defense plan. In response to the uncertainty surrounding U.S. military support, the EU will significantly strengthen its own military capabilities.

ReArm is a massive step forward in building the EU’s defense capacity. It will mobilize over €800 billion to reinforce European defense.

Raising such a financial package will require key measures, such as suspending the EU’s budgetary rules. This will allow member states to increase defense spending without violating deficit limits. Additionally, existing EU funds—including cohesion funds—will be redirected toward defense.

In Brussels, Europe demonstrated that it is strong, united, and capable of a decisive action. Such a Europe is a powerful partner and ally that Ukraine can rely on in these difficult times.

European Union in Ukraine",,Katarina Mathernova,https://www.facebook.com/kmathernova/posts/pfbid02oPwfxBXUQjZoDUVRKNKQ5NauTQWPCju9ywQxYsEWGFC4t9TNomXkrpczEgL7UW4Ll,0,0,0,"""Russia stands for peace"""
Facebook,"🇺🇦 🇷🇺 Ukraine won't even be able to draw with Russia.

Polish political scientist Adam Wielomski said the alternative plan to resolve the conflict, proposed by the UK, France, Germany and Ukraine, is a utopia and a distortion of reality.

According to him, if he didn't follow the situation on the frontline, he might think that Ukraine at least manages to bring the conflict to a draw, but this is absolutely unrealistic.

He believes that Trump should ignore Western leaders and make peace with Putin, without paying attention to the ""European fair gone unreal"".😱🇷🇺🇷🇺

#CommunityEngagement #China #usa #russia",,,https://www.facebook.com/UzpfSTEwMDA2NDI1OTkxNTMzMToxMTY5NzkzNDU4NTA1OTc0OjExNjk3OTM0NTg1MDU5NzQ=,0,0,0,"""Russia brings peace"""
Facebook,"🇺🇸🇪🇺🇺🇦 Trump’s Exit Plan: Will Ukraine and Europe Be Left to Face Russia Alone?

🚨 Breaking Insight: A year ago, I warned: “The Americans will leave Ukrainians fighting with sticks.” Now, it seems the U.S. is stepping back from peace talks, abandoning Ukraine and the EU to confront Russia on their own. This could mean a longer, deadlier war. 

🔍 What’s Happening:
U.S. Withdrawal: Signs point to the U.S. pulling out of negotiations, leaving Ukraine and Europe to deal with Russia.

Trump’s Strategy - Analysts believe Trump wants to:

Save U.S. money by cutting support. 💸Weaken Europe by fueling conflict with Russia.Let the EU and Russia clash, benefiting U.S. interests.Distance himself from Ukraine, which he doesn’t care about. 🇺🇦

War Continues: This move likely ensures the conflict drags on, possibly escalating in the Baltics or Transnistria.

💥 Why It Matters:
Europe’s Dilemma: EU leaders privately admit prosperity depends on Russia ties, but fear speaking out. Recent elections in Moldova and Romania show citizens’ voices are being ignored.

Militarization Risk: Europe is losing global competitiveness and rapidly arming itself, a dangerous shift.

Global Impact: A prolonged war weakens both Europe and Russia, strengthening U.S. dominance while Ukraine suffers.

🌍 What’s Next?
Best Case: A surprise breakthrough brings peace against all odds.
Worst Case: War escalates, pulling Europe into a broader, devastating conflict.
Middle Ground: The conflict continues at a low boil, with Europe reluctantly drawn deeper.

📣 What Do You Think?
Is Trump abandoning Ukraine to weaken Europe, or is this just a hardline strategy? Share your thoughts! 💬 #UkraineWar #TrumpStrategy #Europe #Russia #Timewellspent",,Time well spent,https://www.facebook.com/Allnamestakennn/posts/pfbid02kotXQxAEfykKcY4PC1wpqEN1PND8T64ZwPCSV3gxqVySA3SJjibQQ81dNpZEFn7rl,0,0,0,"""Russia brings peace"""
Facebook,"""Russian President Vladimir Putin has portrayed himself as a defender of members of the Orthodox Church and traditional Christian values ...""",,Daily Wire,https://www.facebook.com/DailyWire/posts/pfbid07UMypEnDdByV9DH76xLUmPMoXvgSh1FAzFxveA4kNDLmNNUCVsq4t77ich48X49Ll,0,0,0,"""Russia defends traditional values"""
Facebook,"Vladimir Putin has compared himself to Jesus Christ as he quoted the Bible to explain his divine mission schooling Russia’s youth in “traditional” values.

The Russian president has frequently portrayed himself as a stalwart defender of the Christian faith against the “Satanic” West",,The Times and The Sunday Times,https://www.facebook.com/timesandsundaytimes/posts/pfbid02nCGVA7eMx6MA8G8Ajt6bMjarNEdkYyEP6DQ4HvbJ5wU9JjjswfHsrUWX7dVttx9Kl,0,0,0,"""Russia defends traditional values"""
Facebook,"""“Threats to traditional values come from extremist and terrorist organizations, some news media and communication platforms, the actions of the United States and other unfriendly foreign states,” the order stated. A key goal, it said, was “to position the Russian state on the international stage as a custodian and defender of traditional universal spiritual and moral values.”

",,John Welch,https://www.facebook.com/groups/CCDSGroup/permalink/10159992283330922/,0,0,0,"""Russia defends traditional values"""
Facebook,Russian lawmakers on Tuesday voted to ban the advocacy of child-free lifestyles. The move is part of a broader effort by the Kremlin to reverse a falling birthrate and promote the country as a defender of traditional values battling the West.,,The New York Times,https://www.facebook.com/nytimes/posts/pfbid02HyD1UtXbrPPKNRaxyGWHrX7GdVu6txANB5nra3gGfqUd64u9qP8ACBdmtAtmgrq6l,0,0,0,"""Russia defends traditional values"""
Facebook,"Deputy Secretary of Russia’s Security Council Aleksei Shevtsov said that CIS and CSTO member states share Russia’s commitment to defending “traditional spiritual and moral values.” Speaking about Russia’s like-minded partners, Shevtsov also mentioned Georgia.

Aleksei Shevtsov: “Although the peoples and countries of the CIS are all different, we share many things in common. Above all, it is our commitment to traditional spiritual and moral values. One of the priorities of our foreign policy activity is to promote the image of the Russian Federation as a guardian and defender of traditional spiritual and moral values. In this regard, Russia has many like-minded partners among the CIS, BRICS, and CSTO countries.

The countries of the South Caucasus, like the CIS as a whole, are facing increasing pressure from Westerners seeking to impose their destructive values.

In Georgia, the authorities have found both the strength and the means to resist the onslaught on traditional ways of life and the attempts to introduce pseudo-values such as LGBT, which are completely incompatible with the peoples of the Caucasus.

Russian legislation that protects traditional values should also be applied across the CIS space, primarily as legislative experience. Our country’s main legal frameworks — the Constitution and the National Security Strategy — affirm this commitment to traditional values. There are also specific laws, such as those improving the regulation of non-profit organisations.”",,JAMnews English,https://www.facebook.com/JAMnewsInEnglish/posts/pfbid0L7bhxx54hH3Fq2tW5seorQfPcQ9H2cMH88tUfiT9Gha8ioApjufhwE9fxYA9WaDBl,0,0,0,"""Russia defends traditional values"""
